Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2023-2024),2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,210.8105,99.311,327.6962,323.5598,242.4599,190.8834,181.1244,240.3479,246.0927,359.1529,161.2819,49.2136,802.2977,203.67,121.148,119.7182,,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,0.0,0,-1,0.01,0.04,0.21,0.06,0.07,0.01,6.13,0.07,0.06,0.06,0.01,0.07,,0.3,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,0.01,0.01,0.01,1.5,0.04,0.85,0.15,0.2,0.02,6.12,0.05,0.05,0.05,-0.01,0.08,,0.7,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,0.01,0.01,0,1.5,0.08,1.1,0.1,0.13,0.02,6.13,0.06,0.06,0.05,0,2.1,,0.5,4.5,6.1,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Dividends,F20,Report,Dividends,$ 000s,,,Not applicable,Not applicable,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,0.0,0,0,0.2,0,0,0.9,2.8,0.1,5.5,8.5,4.2,0,1.4,0,2.3,5.8,3,4,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,11.9,5,-0.98,20.39,25.23,11.3,5,4.1,0.45,23.04,10,61,57,199.38,72.1,29.2,10.3,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,1004.0,678.378,-81.415,3347.803,5168.227,1515.047,1004.726,1160.823,-180.764,2613.05,1204.433,1653.511,4146.369,3023.077,3596.74,5889.841,1844.13,1603.731,1831.281,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.0333,0.0234,-0.0027,0.1043,0.1478,0.0499,0.0361,0,0.0962,0.0502,0.0599,0.1369,0.1221,0.1517,0.2373,0.0898,0.081,0.0962,,,,0
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,1143.0,1106.663,1153.194,1145.056,1179.009,1111.994,909.618,1068.852,1034.018,1014.976,1031.068,998.801,770.94,788.69,749.682,657.711,,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,,Not applicable,Not applicable,Not applicable,0,0,0,0,0,0,0,0,0,0,551.789,1241.522,0,166.99,0,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,,Not applicable,Not applicable,Not applicable,0,0,0,0,0,0,0,140.582,3346.673,535.132,0,0,0,0,0,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,12313.0,11622.041,13889.634,13315.498,13749.187,13431.494,11209.278,10886.129,11197.232,4473.839,4955.252,6559.15,6260.633,5497.013,6991.253,2752.041,,,,,,
Victoria,"Small—10,000–20,000 connected properties",Westernport Water Corporation,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,8174.0,7928.998,8051.17,6872.665,7204.266,6839.902,7156.233,6759.865,7393.611,4058.622,4291.771,6559.15,6209.967,6210.056,4922.767,1553.381,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,25147.01,22994.755,23299.171,24164.99,22746.826,21114.688,20476.167,19359.885,21360.445,21647.693,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,20352.03,19221.477,20618.252,19743.187,20270.433,21229.846,20911.467,19518.97,19930.769,23083.012,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,44749.189,41841.189,43890.062,43908.178,43017.259,42344.535,41387.635,40597.717,41291.214,44730.177,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,37.3,32.3,34.8,33.3,44,68.1,33.5,No data,No data,,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1685.23,1542.03,1604.62,1679.76,1659.61,1448.2,1403.53,1276.36,1456.26,1458.84,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1627.12,1551.87,1679.43,1617.9,1671.45,1762.84,1743.05,1679.77,1389.29,1989.22,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2998.87,2805.87,3022.73,3052.15,3139.29,2904.28,2836.91,2676.54,2815.06,3014.37,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0,0.0498,0.089,0.093,0.1096,0.045,0,0.0174,,,,,,,,,,,,,0
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,213607.297,144103.51,160438.38,158242.422,155844.64,158617.858,166044.367,170872.08,203718.071,217493.187,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,148273.108,163598.367,180239.17,163489.73,184571.741,179796.833,185971.837,193078.093,200571.773,206712.913,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,830.18,817.69,967.41,1082.68,1151.78,979.23,812.05,771.62,928.76,808.65,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,821.03,745.43,769.26,921.07,939.89,1031.32,825.29,802.72,612.57,733.04,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,3969.4,1231.684,7718.818,10970.18,11806.827,5592.199,4280.498,3993.279,2751.905,32.038,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,2808.137,3099.818,293.317,2912.883,18602.538,1024.05,7420.71,4171.007,3816.261,894.512,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,6778.0,4332,8012,13883,30409,6617,11701,8164,6568,927,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,266.01,82.59,531.6,762.56,861.62,383.55,293.41,263.27,187.61,2.16,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,224.5073,250.2679,23.8916,238.7028,1533.7298,85.0329,618.5472,358.9507,266.0157,77.0865,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,3.3,3.3,1.4,1,0.2,0,1.1,3.8,3.1,1.9,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,3.7,3.1,3.4,1.9,2,2.3,3.7,2.7,3,2.5,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,3.5,3.3,2.4,1.5,1.1,1.2,2.5,2,3,2.2,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Dividends,F20,Report,Dividends,$ 000s,,3296.55,3217.998,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.642,0.53,,0,0,,,0,,,,,,,,,,,,,,0
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,7.4,21.6,22.8,25,26,25,0,0,23,25,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,5.0,25.3,22.1,20.6,19.4,19.8,13.6,13.6,13.5,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,5136.49,6070.524,0,0,3491.137,0,0,0,0,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.1148,0.1451,0,0,0.1,0,0,0,0,,,,,,,,,,,,,0
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,0.0,0,2183.708,3922.079,4017.627,4639.905,1860.694,1305.16,1047.803,776.541,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,749.852,197.908,3746.209,6087.551,732.738,143.947,0,106.885,0,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0.0,0,0,631.353,8498.099,1434.196,3427.611,2382.545,0,0,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,12387.968,12193.326,14046.888,15575.324,15778.125,14277.186,11846.986,11703.925,13623.004,12007.985,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Whitsunday Regional Council,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,10269.44,9232.926,9444.148,11239.72,11399.455,12420.264,9900.94,9327.594,8787.893,8504.268,,,,,,,,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,19672.0,17066.78,19501.41,21007.059,22950.43,24704.977,30016.186,26473.962,22374.238,16970.089,17537.278,16351.684,13850.898,12609.229,15715.874,13372.968,12159.067,15306.334,15381.786,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,26781.0,24882.194,27541.815,28823.26,29601.888,31813.581,38707.553,36282.539,26798.523,21472.123,19406.496,17657.088,17234.543,15789.203,15620.539,14287.852,14823.149,16027.855,16867.572,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,43910.0,31732.665,45720.508,47592.625,50480.765,54100.241,67377.601,59537.518,47971.884,37111.978,36924.221,33957.894,31067.639,28406.838,31294.524,27634.216,26982.217,31258.571,30568.927,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,66.0,63,62.9,65.4,70,69.9,71,66,70.7,68.1,69,67.8,65.1,66.4,71.2,71.1,68.1,65.2,46.3,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,917.41,803.42,923.45,1002.94,1105.62,1210.36,1507.09,1352.78,1156.29,883.86,925.48,872.95,744.92,690.63,866.68,743.11,681.26,869.61,896.99,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1581.87,1483.89,1649.49,1736.8,1819.41,1972.08,2322.82,2207.67,1648.32,1364.84,1243.54,1202.31,1173.53,1088.48,1079.02,1000.33,1048.56,1145.3,1265.19,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue,F7,Derived,Total income per property,$/property,,2047.75,1494.31,2164.75,2272.64,2432.59,2651.03,3382.41,3042.29,2479.17,1937.68,1947.43,1812.84,1670.6,1556.37,1724.7,1535.59,1510.36,1775.45,1782.62,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0.011,0.008,0.008,0.008,0.0075,0.0065,0,0.0123,0.012,0.0131,0.0139,0.0148,0.0138,0.0197,0.015,0.0136,0.0142,,,,0
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,272457.0,275281.802,285000.706,266096.79,267439.743,266494.668,267014.442,258908.163,214300.959,216411.571,216214.014,228708.019,230717.751,246752.006,250619.085,242127.88,145873.751,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,432788.0,412223.485,411888.883,325662.997,321514.355,322658.156,320847.753,314382.803,250195.811,265914.714,358063.4,298689.692,294482.547,291952.471,297877.933,273131.943,183718.047,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,616.94,508.52,466.18,479.92,532.68,490.62,487.73,461.64,488.85,475.45,488.81,465.93,440.93,403.45,444.9,438.66,445.03,392.27,360.09,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,689.13,691.92,627.9,649.99,604.89,599.78,599.91,623.91,534.47,562.59,692.16,567.68,564.17,502.91,530.12,477.45,493.8,512,506.08,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,3858.0,3155.343,12605.953,8594.326,9878.344,8892.352,7947.577,6993.521,2745.584,3594.706,972.41,3240.078,3413.77,3357.885,4018.526,12999.034,5488.193,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,28941.0,7248.536,9469.8,13265.409,9403.663,10966.395,12431.044,12346.478,4833.847,4009.924,2831.2,15206.946,20599.017,6142.814,19162.389,16688.128,5794.532,,,,,
New South Wales - Country,"Medium—20,000–50,000 connected properties",Wingecarribee Shire Council,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,32799.0,10404,22076,21860,19282,19859,20379,19340,7579,7605,3804,18447,24013,9501,23181,29687,11283,8910,23164,,,
